76,99,500,0.01,4000,100
76,99,500,0.01,4000,100
79,99,500,0.02,4000,100
73,99,500,0.03,4000,100
76,99,500,0.04,4000,100
80,99,500,0.05,4000,100
79,99,500,0.06,4000,100
74,99,500,0.07,4000,100
77,99,500,0.08,4000,100
74,98,500,0.09,4000,100
76,99,500,1,4000,100
86,99,500,1,50000,100
87,99,500,0.9,50000,100
86,99,500,0.8,50000,100
87,99,500,0.8,50000,100
87,99,500,0.7,50000,100
86,99,500,0.6,50000,100
84,99,500,0.5,50000,100
87,99,500,0.4,50000,100
87,99,500,0.3,50000,100
87,99,500,0.2,50000,100
72,98,500,-1,4000,100
87,99,500,-1,50000,100
91,99,500,-1,391501,100
91,99,500,1,391501,100
91,99,500,0.9,391501,100
88,99,500,0.8,391501,100
90,99,500,0.7,391501,100
91,99,500,0.6,391501,100
89,99,500,0.5,391501,100
91,99,500,0.4,391501,100
90,99,500,0.3,391501,100
91,99,500,0.2,391501,100
89,99,500,0.1,391501,100
91,99,500,0,391501,100
88,99,5000,0,50000,100
87,99,5000,0.1,50000,100
87,99,5000,0.2,50000,100
87,99,5000,0.3,50000,100
88,99,5000,0.4,50000,100
86,99,5000,0.5,50000,100
88,99,5000,0.6,50000,100
88,99,5000,0.7,50000,100
86,99,5000,0.8,50000,100
88,99,5000,0.9,50000,100
86,99,5000,1,50000,100
87,99,5000,0.5,50000,10
84,99,5000,0.5,50000,5
65,96,500,0,4000,5
75,98,500,0,4000,100
77,98,500,0.1,4000,100
73,98,500,0.2,4000,100
76,99,500,0.01,4000,100
88,99,500,0.01,50000,100
87,99,500,0.02,50000,100
87,99,500,0.03,50000,100
86,99,500,0.04,50000,100
87,99,500,0.05,50000,100
88,99,500,0.06,50000,100
84,99,500,0.07,50000,100
83,99,500,0.08,50000,100
86,99,500,0.09,50000,100
85,99,500,0.1,50000,100
86,99,500,-1,50000,100
88,99,500,0,50000,100
87,99,5000,0.01,50000,100
87,99,5000,0.02,50000,100
87,99,5000,0.03,50000,100
87,99,5000,0.04,50000,100
87,99,5000,0.05,50000,100
86,99,5000,0.06,50000,100
88,99,5000,0.07,50000,100
86,99,5000,0.08,50000,100
87,99,5000,0.09,50000,100
87,99,5000,0.1,50000,100
